Date,Open,High,Low,Close,Volume
2008.4.14,"28,550","29,450","28,350","28,900","5,397,841"
2008.4.15,"28,550","28,800","27,600","27,850","6,857,099"
2008.4.16,"28,350","28,350","27,750","27,800","3,704,662"
2008.4.17,"28,700","28,950","27,950","28,050","4,626,093"
2008.4.18,"28,300","28,900","28,200","28,300","3,338,982"
2008.4.21,"28,750","29,500","28,700","29,350","5,874,179"
2008.4.22,"29,800","30,200","29,450","29,450","6,268,959"
2008.4.23,"29,450","30,000","28,750","28,950","5,245,300"
2008.4.24,"29,300","29,700","28,200","28,500","5,910,222"
2008.4.25,"28,300","28,900","27,900","28,100","7,947,243"
2008.4.28,"27,050","27,250","26,500","26,650","11,741,135"
2008.4.29,"26,900","27,250","26,600","26,800","3,654,818"
2008.4.30,"26,650","26,950","26,400","26,800","3,156,175"
2008.5.2,"27,650","28,000","27,400","27,950","5,879,147"
2008.5.6,"28,200","28,700","27,950","28,350","3,790,033"
2008.5.7,"28,450","28,600","28,000","28,300","3,764,461"
2008.5.8,"28,250","29,300","28,200","29,100","6,404,820"
2008.5.9,"29,700","29,750","28,800","29,200","3,870,034"
2008.5.13,"29,200","29,300","28,700","29,200","2,644,485"
2008.5.14,"29,250","29,800","29,250","29,400","2,837,691"
2008.5.15,"29,450","30,500","29,450","30,400","8,450,892"
2008.5.16,"30,800","31,300","30,500","30,600","4,756,489"
2008.5.19,"31,000","31,150","30,350","30,600","4,020,996"
2008.5.20,"29,350","30,100","29,200","29,850","5,436,958"
2008.5.21,"29,550","30,300","29,400","30,000","3,053,708"
2008.5.22,"29,700","30,000","29,000","29,650","2,973,122"
2008.5.23,"29,900","29,900","29,100","29,400","2,759,817"
2008.5.26,"29,000","29,450","28,550","28,600","3,771,698"
2008.5.27,"28,850","29,800","28,650","29,450","3,667,896"
2008.5.28,"29,700","29,750","29,300","29,450","3,229,536"
2008.5.29,"29,650","30,300","29,600","29,900","3,042,082"
2008.5.30,"30,350","31,100","30,000","31,000","10,127,440"
2008.6.2,"30,900","30,950","30,250","30,350","3,055,725"
2008.6.3,"30,350","30,950","30,000","30,050","2,862,655"
2008.6.4,"30,500","30,800","30,200","30,250","2,531,317"
2008.6.5,"30,600","31,550","30,500","31,300","6,289,488"
2008.6.9,"30,700","31,950","30,600","31,450","4,808,300"
2008.6.10,"31,650","31,650","30,900","31,200","4,087,318"
2008.6.11,"31,200","31,300","30,650","31,150","2,463,221"
2008.6.12,"30,000","30,350","29,200","29,200","7,259,093"
2008.6.13,"29,250","29,700","28,650","29,350","3,991,754"
2008.6.16,"29,900","30,050","29,150","29,400","2,139,938"
2008.6.17,"29,100","29,500","28,400","28,900","3,319,275"
2008.6.18,"28,550","28,700","27,850","28,450","4,139,315"
2008.6.19,"28,050","28,100","27,600","27,850","3,138,101"
2008.6.20,"28,250","28,300","27,150","27,950","3,854,455"
2008.6.23,"27,550","28,200","27,150","27,950","2,690,083"
2008.6.24,"27,700","28,150","27,250","27,450","2,075,540"
2008.6.25,"27,500","27,750","26,700","27,150","2,791,496"
2008.6.26,"27,700","27,900","27,100","27,200","2,468,597"
2008.6.27,"26,450","26,550","25,850","25,950","4,516,941"
2008.6.30,"25,800","25,900","24,900","25,000","5,483,324"
2008.7.1,"25,100","25,150","23,850","24,550","7,000,530"
2008.7.2,"24,600","24,600","23,500","23,750","4,662,581"
2008.7.3,"23,450","25,250","23,300","25,050","6,437,012"
2008.7.4,"24,550","24,850","23,350","23,350","7,131,896"
2008.7.7,"23,350","23,550","22,350","23,050","5,666,235"
2008.7.8,"22,900","23,300","22,350","22,650","3,817,869"
2008.7.9,"23,250","23,450","22,400","22,550","3,364,576"
2008.7.10,"22,200","22,850","21,900","22,700","5,012,777"
2008.7.11,"23,100","23,750","22,750","23,750","4,667,715"
2008.7.14,"23,650","24,000","23,150","23,200","2,990,080"
2008.7.15,"23,150","23,150","22,150","22,150","2,922,887"
2008.7.16,"22,450","22,650","21,400","21,650","5,536,556"
2008.7.17,"22,550","22,600","22,000","22,200","4,204,834"
2008.7.18,"22,750","23,200","22,500","22,650","4,092,848"
2008.7.21,"23,150","23,900","23,000","23,850","3,523,891"
2008.7.22,"23,350","23,500","22,800","23,400","4,405,562"
2008.7.23,"23,350","23,650","22,900","23,250","5,522,028"
2008.7.24,"23,550","24,000","22,550","23,900","6,858,488"
2008.7.25,"23,400","24,250","23,050","23,350","4,330,678"
2008.7.28,"23,550","23,650","22,600","23,000","3,473,152"
2008.7.29,"22,450","22,550","21,800","21,800","4,930,027"
2008.7.30,"22,350","22,450","21,100","21,100","7,361,013"
2008.7.31,"21,150","21,950","21,150","21,650","4,185,605"
2008.8.1,"21,350","21,750","20,850","21,050","3,394,626"
2008.8.4,"20,900","21,150","20,250","20,500","3,331,192"
2008.8.5,"20,300","21,150","20,300","20,700","3,403,773"
2008.8.6,"21,600","22,400","21,350","22,400","5,188,398"
2008.8.7,"22,500","23,200","22,100","22,100","6,003,004"
2008.8.8,"22,000","22,950","21,900","22,600","4,721,418"
2008.8.11,"23,250","23,800","23,150","23,800","5,737,712"
2008.8.12,"23,900","24,200","23,250","23,300","4,560,056"
2008.8.13,"23,500","23,900","23,200","23,200","2,750,788"
2008.8.14,"23,100","23,500","22,700","23,500","3,224,350"
2008.8.18,"23,300","23,450","22,850","23,400","2,416,751"
2008.8.19,"23,050","23,200","22,400","22,400","3,078,400"
2008.8.20,"22,050","22,500","21,600","22,100","3,894,367"
2008.8.21,"21,800","21,950","21,250","21,600","3,034,362"
2008.8.22,"21,350","21,500","20,700","20,950","3,607,546"
2008.8.25,"21,200","21,450","21,050","21,050","2,070,203"
2008.8.26,"20,550","20,800","20,400","20,550","3,761,696"
2008.8.27,"20,550","20,600","19,550","19,800","6,578,670"
2008.8.28,"20,150","20,200","19,200","19,200","4,519,749"
2008.8.29,"19,700","19,900","19,200","19,400","4,899,520"
2008.9.1,"18,900","19,200","17,200","17,200","7,082,737"
2008.9.2,"17,500","17,750","16,750","17,200","5,751,252"
2008.9.3,"17,000","19,100","16,850","19,100","7,503,678"
2008.9.4,"18,400","18,650","17,850","17,850","7,152,996"
2008.9.5,"17,100","18,150","16,950","17,350","7,117,937"
2008.9.8,"18,000","19,900","17,900","19,900","8,245,506"
2008.9.9,"19,600","19,600","18,550","18,600","6,715,913"
2008.9.10,"18,850","20,100","18,800","20,100","7,351,630"
2008.9.11,"19,950","21,000","19,900","20,300","9,022,907"
2008.9.12,"21,100","21,200","20,400","20,400","4,004,898"
2008.9.16,"18,000","19,000","18,000","18,100","7,057,420"
2008.9.17,"19,150","20,200","19,000","19,900","8,049,428"
2008.9.18,"19,400","19,500","18,350","18,550","7,311,118"
2008.9.19,"19,600","20,200","19,350","20,050","7,043,209"
2008.9.22,"20,100","20,850","19,400","19,500","6,308,938"
2008.9.23,"19,300","20,100","19,150","20,000","4,199,586"
2008.9.24,"20,000","20,300","19,650","20,300","4,866,411"
2008.9.25,"20,100","20,400","19,700","20,150","6,480,136"
2008.9.26,"20,000","20,350","19,250","19,400","4,504,066"
2008.9.29,"19,900","20,400","19,350","19,350","5,321,015"
2008.9.30,"18,200","19,450","18,200","19,350","5,375,058"
2008.10.1,"19,650","19,800","19,200","19,450","2,363,222"
2008.10.2,"19,550","20,050","18,950","19,000","4,389,812"
2008.10.6,"18,450","18,450","17,800","17,800","6,150,554"
2008.10.7,"17,500","17,750","17,150","17,750","4,730,915"
2008.10.8,"16,900","17,350","15,100","15,100","5,504,238"
2008.10.9,"15,150","16,550","14,650","15,700","9,502,446"
2008.10.10,"15,000","15,650","13,700","15,200","6,131,136"
2008.10.13,"15,900","16,900","15,550","16,700","7,553,196"
2008.10.14,"17,900","18,900","17,550","18,800","8,893,519"
2008.10.15,"18,200","18,600","17,750","18,000","5,761,075"
2008.10.16,"16,800","17,000","15,350","15,350","6,998,460"
2008.10.17,"16,050","16,400","14,800","15,000","5,481,293"
2008.10.20,"15,650","15,800","14,200","15,350","5,960,991"
2008.10.21,"15,850","15,900","14,200","14,300","6,490,341"
2008.10.22,"14,200","14,450","12,200","12,200","13,390,252"
2008.10.23,"11,400","11,600","10,400","10,400","12,341,832"
2008.10.24,"10,400","10,550","8,850","8,850","13,981,438"
2008.10.27,"8,900","9,390","8,120","8,120","15,370,512"
2008.10.28,"8,070","9,330","8,000","9,330","12,729,315"
2008.10.29,"10,050","10,550","8,800","9,370","26,635,118"
2008.10.30,"10,300","10,750","9,560","10,750","12,787,652"
2008.10.31,"10,500","11,900","10,100","10,800","17,501,273"
2008.11.3,"11,000","11,800","10,700","11,000","13,154,574"
2008.11.4,"10,750","10,900","10,050","10,250","12,204,231"
2008.11.5,"10,650","11,250","10,350","10,650","15,468,470"
2008.11.6,"10,050","11,200","10,050","10,100","14,644,000"
2008.11.7,"9,980","11,000","9,900","11,000","12,725,681"
2008.11.10,"11,400","11,500","10,950","11,150","9,349,427"
2008.11.11,"10,800","10,900","10,050","10,200","9,065,222"
2008.11.12,"9,900","10,950","9,900","10,500","11,145,918"
2008.11.13,"10,000","10,200","9,760","9,800","7,259,925"
2008.11.14,"10,300","10,400","9,700","9,780","6,823,967"
2008.11.17,"9,610","9,630","9,080","9,130","9,901,418"
2008.11.18,"8,890","8,900","8,110","8,110","14,054,739"
2008.11.19,"8,270","8,290","7,350","7,510","20,735,768"
2008.11.20,"6,720","6,900","6,390","6,390","18,358,063"
2008.11.21,"6,000","7,120","5,860","6,660","28,913,829"
2008.11.24,"6,710","6,960","5,850","5,850","23,696,202"
2008.11.25,"6,350","6,390","5,770","5,860","17,419,772"
2008.11.26,"6,030","6,240","5,810","6,070","19,181,762"
2008.11.27,"6,400","6,980","6,320","6,950","47,941,825"
2008.11.28,"7,200","7,880","7,160","7,410","42,704,580"
2008.12.1,"7,510","8,080","7,450","7,600","28,804,998"
2008.12.2,"7,100","7,290","7,030","7,200","14,635,621"
2008.12.3,"7,390","7,670","7,090","7,090","20,681,363"
2008.12.4,"7,450","7,600","7,170","7,300","20,445,004"
2008.12.5,"7,330","7,850","7,050","7,560","25,539,622"
2008.12.8,"7,940","7,950","7,600","7,800","16,594,784"
2008.12.9,"7,930","7,940","7,370","7,390","14,292,227"
2008.12.10,"7,700","8,090","7,320","7,380","37,064,039"
2008.12.11,"7,330","7,340","6,420","6,520","37,843,788"
2008.12.12,"6,250","6,900","6,060","6,350","39,142,063"
2008.12.15,"6,690","6,780","6,350","6,390","19,754,181"
2008.12.16,"6,300","6,980","6,220","6,980","24,419,651"
2008.12.17,"7,300","7,580","7,060","7,230","29,648,919"
2008.12.18,"7,400","8,170","7,350","8,130","41,753,637"
2008.12.19,"8,150","8,860","8,100","8,520","41,478,962"
2008.12.22,"8,850","8,930","8,120","8,210","29,318,397"
2008.12.23,"7,800","7,900","7,310","7,700","26,829,220"
2008.12.24,"7,600","7,670","6,720","6,720","17,870,865"
2008.12.26,"7,030","7,230","6,900","6,930","13,755,069"
2008.12.29,"6,690","6,770","6,350","6,640","12,660,549"
2008.12.30,"6,640","6,970","6,640","6,700","7,981,766"
2009.1.2,"6,830","7,180","6,620","7,180","9,146,590"
2009.1.5,"7,200","7,620","7,110","7,220","16,123,115"
2009.1.6,"7,460","7,730","7,330","7,390","21,448,221"
2009.1.7,"7,600","7,610","7,250","7,480","21,738,913"
2009.1.8,"7,400","8,000","7,300","7,930","33,526,570"
2009.1.9,"8,000","8,020","7,340","7,340","19,557,922"
2009.1.12,"7,340","7,390","6,850","6,920","12,604,076"
2009.1.13,"7,040","7,150","6,980","7,070","15,418,377"
2009.1.14,"6,900","6,930","6,590","6,730","28,285,960"
2009.1.15,"6,470","6,920","6,430","6,570","19,672,790"
2009.1.16,"6,840","7,000","6,810","6,950","12,866,838"
2009.1.19,"7,090","7,990","7,050","7,840","37,087,667"
2009.1.20,"7,890","8,090","7,440","8,070","36,818,187"
2009.1.21,"7,750","8,250","7,650","7,870","22,036,337"
2009.1.22,"8,170","8,270","7,410","7,430","19,902,707"
2009.1.23,"7,370","7,400","6,950","7,010","12,876,173"
2009.1.28,"7,600","8,060","7,590","8,060","31,037,050"
2009.1.29,"8,430","8,460","7,920","7,950","42,863,315"
2009.1.30,"7,810","9,040","7,750","8,980","58,818,596"
2009.2.2,"8,940","9,450","8,900","8,900","39,829,390"
2009.2.3,"9,250","9,370","8,960","9,110","22,423,398"
2009.2.4,"9,360","9,750","9,310","9,520","26,379,570"
2009.2.5,"9,500","10,350","9,350","9,350","44,643,467"
2009.2.6,"9,660","9,900","9,150","9,380","33,892,409"
2009.2.9,"10,000","10,000","9,380","9,450","22,679,581"
2009.2.10,"9,700","9,830","9,400","9,630","21,933,858"
2009.2.11,"9,290","9,390","9,180","9,240","19,516,731"
2009.2.12,"9,060","9,100","8,720","8,870","16,910,703"
2009.2.13,"8,990","9,270","8,590","9,260","24,434,908"
2009.2.16,"9,180","9,550","8,900","8,950","19,790,060"
2009.2.17,"8,820","8,820","8,060","8,210","22,117,081"
2009.2.18,"8,140","8,600","8,090","8,600","18,954,482"
2009.2.19,"8,700","8,930","8,320","8,330","19,992,822"
2009.2.20,"8,230","8,270","7,860","7,880","12,258,053"
2009.2.23,"8,050","8,810","7,970","8,810","19,001,571"
2009.2.24,"8,500","8,810","8,420","8,570","16,043,964"
2009.2.25,"8,990","9,110","8,450","8,450","13,749,405"
2009.2.26,"8,700","8,830","7,980","8,340","14,541,159"
2009.2.27,"8,310","8,780","8,210","8,640","15,342,819"
2009.3.2,"8,500","8,600","8,140","8,140","8,676,942"
2009.3.3,"7,930","8,380","7,890","8,320","12,885,157"
2009.3.4,"8,360","8,740","8,250","8,650","13,294,050"
2009.3.5,"8,690","8,790","8,270","8,270","12,913,454"
2009.3.6,"8,120","8,520","8,100","8,330","11,385,447"
2009.3.9,"8,500","8,520","8,120","8,220","11,887,133"
2009.3.10,"8,220","8,270","8,040","8,130","14,995,779"
2009.3.11,"8,300","8,510","8,210","8,210","22,029,442"
2009.3.12,"8,360","8,810","8,360","8,590","29,010,150"
2009.3.13,"9,030","9,560","8,830","9,340","44,218,387"
2009.3.16,"9,420","9,520","8,870","8,880","24,746,478"
2009.3.17,"9,100","9,400","8,910","9,400","18,626,330"
2009.3.18,"9,700","9,920","9,450","9,830","22,326,193"
2009.3.19,"10,050","10,100","9,700","9,740","14,817,067"
2009.3.20,"9,700","9,830","9,440","9,580","14,038,867"
2009.3.23,"9,700","10,300","9,670","10,300","20,927,884"
2009.3.24,"10,600","10,750","10,200","10,400","17,417,646"
2009.3.25,"10,350","10,350","9,810","10,200","19,992,556"
2009.3.26,"10,600","11,700","10,500","11,700","42,897,076"
2009.3.27,"12,150","13,250","11,950","12,000","55,606,535"
2009.3.30,"12,250","12,850","12,050","12,400","35,157,932"
2009.3.31,"12,550","12,600","11,900","12,350","30,767,790"
2009.4.1,"12,200","12,600","11,700","12,250","37,850,694"
2009.4.2,"12,700","13,100","12,500","12,700","31,025,939"
2009.4.3,"13,200","13,200","12,550","12,600","17,144,425"
2009.4.6,"12,900","14,450","12,850","14,150","52,769,400"
2009.4.7,"13,850","14,950","13,700","14,300","46,647,621"
2009.4.8,"14,300","14,650","13,800","14,000","26,324,884"
2009.4.9,"13,500","14,500","12,800","14,100","63,044,100"
2009.4.10,"14,450","14,550","13,500","13,500","29,031,077"
2009.4.13,"13,650","14,150","13,100","13,400","39,786,234"
2009.4.14,"13,900","14,200","13,700","13,850","27,023,873"
2009.4.15,"13,850","14,400","13,100","13,450","28,194,119"
2009.4.16,"13,850","13,900","13,150","13,250","16,621,687"
2009.4.17,"13,900","14,750","13,700","14,400","46,113,677"
2009.4.20,"14,750","14,950","14,100","14,550","20,895,627"
2009.4.21,"14,050","14,550","13,850","14,500","17,295,630"
2009.4.22,"15,000","16,650","14,850","16,650","54,439,888"
2009.4.23,"16,500","16,900","15,800","15,850","45,232,886"
2009.4.24,"15,900","16,400","14,900","15,100","26,270,469"
2009.4.27,"15,450","15,750","15,200","15,350","17,993,922"
2009.4.28,"15,400","15,500","14,000","14,000","21,960,962"
2009.4.29,"14,350","14,750","13,800","14,600","17,081,322"
2009.4.30,"14,900","15,050","14,100","14,400","15,580,272"
2009.5.4,"14,650","15,250","14,300","14,950","17,371,268"
2009.5.6,"15,200","15,650","14,750","14,750","17,761,105"
2009.5.7,"15,100","15,300","13,900","14,050","24,593,485"
2009.5.8,"14,050","14,150","13,600","13,900","15,656,645"
2009.5.11,"13,900","14,600","13,500","14,200","20,016,386"
2009.5.12,"14,300","14,750","14,250","14,550","17,349,902"
2009.5.13,"14,750","14,900","13,950","13,950","16,636,143"
2009.5.14,"13,650","14,250","13,500","13,850","14,802,659"
2009.5.15,"14,350","14,400","13,300","13,300","16,828,722"
2009.5.18,"13,250","13,600","13,050","13,400","12,031,276"
2009.5.19,"13,850","14,900","13,700","14,550","28,290,828"
2009.5.20,"14,550","14,700","14,200","14,500","10,267,177"
2009.5.21,"14,350","14,400","13,400","13,450","20,981,896"
2009.5.22,"13,150","13,350","12,650","12,650","23,876,041"
2009.5.25,"12,600","13,100","11,350","12,650","25,830,440"
2009.5.26,"12,650","12,950","12,000","12,000","26,447,941"
2009.5.27,"11,800","12,300","11,200","11,500","49,801,818"
2009.5.28,"11,600","12,550","11,600","12,550","28,836,037"
2009.5.29,"12,700","12,950","12,350","12,900","24,124,960"
2009.6.1,"12,800","13,000","12,600","12,750","9,924,471"
2009.6.2,"13,200","13,350","12,700","12,700","15,303,063"
2009.6.3,"12,850","13,350","12,550","13,350","16,455,705"
2009.6.4,"13,300","13,700","13,100","13,500","19,556,966"
2009.6.5,"13,850","14,150","13,650","14,050","19,456,585"
2009.6.8,"14,000","14,100","13,600","13,650","12,372,726"
2009.6.9,"13,800","13,900","12,850","12,900","19,344,803"
2009.6.10,"13,150","13,300","12,950","13,250","9,683,737"
2009.6.11,"13,150","13,200","12,800","12,900","13,039,695"
2009.6.12,"12,950","13,250","12,800","12,950","8,633,675"
2009.6.15,"13,050","13,400","12,700","13,250","10,211,879"
2009.6.16,"13,250","13,450","13,100","13,250","10,882,429"
2009.6.17,"13,200","13,800","13,000","13,700","12,958,253"
2009.6.18,"13,650","13,900","13,050","13,100","11,531,912"
2009.6.19,"13,350","13,450","12,950","13,250","7,774,458"
2009.6.22,"13,350","13,800","13,300","13,750","11,726,775"
2009.6.23,"13,500","13,750","13,300","13,450","12,055,343"
2009.6.24,"13,700","14,000","13,550","13,950","16,224,844"
2009.6.25,"13,900","14,250","13,700","14,100","14,695,955"
2009.6.26,"14,150","14,200","13,700","13,850","10,171,021"
2009.6.29,"13,950","14,100","13,650","13,650","6,420,398"
2009.6.30,"13,850","14,000","13,550","13,650","8,169,007"
2009.7.1,"13,650","13,850","13,600","13,800","6,348,426"
2009.7.2,"13,900","14,600","13,650","14,600","22,129,448"
2009.7.3,"14,450","15,000","14,400","14,950","20,828,975"
2009.7.6,"15,050","15,300","14,900","15,050","12,488,472"
2009.7.7,"15,250","15,750","15,200","15,400","16,569,771"
2009.7.8,"15,450","15,600","15,150","15,550","10,876,454"
2009.7.9,"15,500","15,500","15,050","15,500","9,450,993"
2009.7.10,"15,400","15,500","14,850","14,850","8,883,315"
2009.7.13,"14,700","14,900","14,200","14,200","10,369,533"
2009.7.14,"14,600","14,850","14,400","14,750","10,244,227"
2009.7.15,"15,250","15,500","15,050","15,500","11,250,294"
2009.7.16,"15,850","16,100","15,550","15,650","15,430,088"
2009.7.17,"15,900","16,050","15,600","15,600","6,393,433"
2009.7.20,"15,900","16,700","15,800","16,700","17,268,677"
2009.7.21,"17,150","17,300","16,700","17,150","15,621,417"
2009.7.22,"17,000","17,150","16,700","16,950","10,763,568"
2009.7.23,"16,800","16,850","16,150","16,400","15,750,443"
2009.7.24,"16,600","16,850","16,150","16,350","12,807,995"
2009.7.27,"16,550","18,250","16,450","18,000","31,801,331"
2009.7.28,"17,800","18,000","17,500","17,750","12,783,092"
2009.7.29,"18,000","18,600","17,850","18,200","18,403,320"
2009.7.30,"18,050","18,350","17,700","18,150","10,074,365"
2009.7.31,"18,350","18,400","17,500","17,600","16,374,335"
2009.8.3,"17,600","18,000","17,200","17,700","12,948,203"
2009.8.4,"18,100","18,550","17,850","17,850","15,731,887"
2009.8.5,"18,250","18,400","17,300","17,700","11,745,602"
2009.8.6,"17,450","17,600","17,000","17,500","12,385,565"
2009.8.7,"17,600","18,200","17,500","18,150","14,589,415"
2009.8.10,"18,550","18,600","18,200","18,200","8,571,965"
2009.8.11,"18,050","18,900","18,050","18,600","14,053,236"
2009.8.12,"18,600","19,300","18,450","18,900","17,813,032"
2009.8.13,"18,800","18,900","18,400","18,400","13,231,369"
2009.8.14,"18,700","19,250","18,550","19,150","12,320,924"
2009.8.17,"19,100","19,400","18,600","18,800","10,552,949"
2009.8.18,"18,550","19,400","18,500","19,150","12,615,682"
2009.8.19,"19,400","20,150","19,250","19,900","17,291,637"
2009.8.20,"20,200","20,300","19,600","20,100","11,169,091"
2009.8.21,"20,150","20,150","19,450","19,700","13,583,840"
2009.8.24,"20,350","20,900","20,200","20,650","13,385,631"
2009.8.25,"20,500","21,000","20,300","20,700","7,741,956"
2009.8.26,"20,850","21,350","20,550","20,850","7,857,118"
2009.8.27,"20,700","21,000","20,550","20,850","6,848,697"
2009.8.28,"21,250","21,600","21,150","21,350","11,403,053"
2009.8.31,"22,000","22,250","21,600","21,950","11,911,512"
2009.9.1,"21,850","22,400","21,450","22,150","10,233,959"
2009.9.2,"21,700","22,550","21,700","22,350","8,342,236"
2009.9.3,"22,350","22,600","22,000","22,050","5,971,982"
2009.9.4,"21,950","22,000","20,500","20,800","21,346,466"
2009.9.7,"21,150","21,800","20,800","20,950","13,067,509"
2009.9.8,"21,100","21,500","20,100","20,800","15,253,246"
2009.9.9,"21,250","21,400","20,700","20,850","10,782,908"
2009.9.10,"21,150","21,400","20,800","21,400","8,123,834"
2009.9.11,"21,650","21,650","21,050","21,100","6,439,261"
2009.9.14,"20,900","21,000","20,000","20,200","12,036,302"
2009.9.15,"20,350","20,950","20,300","20,650","6,652,241"
2009.9.16,"20,950","21,150","20,650","20,700","7,098,391"
2009.9.17,"21,150","21,450","20,800","20,850","7,877,347"
2009.9.18,"21,000","21,050","20,350","20,400","8,257,655"
2009.9.21,"20,750","21,550","20,450","21,450","11,924,291"
2009.9.22,"21,700","22,100","21,550","22,050","11,165,356"
2009.9.23,"21,150","21,500","20,050","20,850","27,899,428"
2009.9.24,"20,850","21,050","20,300","20,600","9,936,404"
2009.9.25,"20,400","20,500","17,600","18,950","44,545,104"
2009.9.28,"19,050","19,350","18,700","19,000","13,961,779"
2009.9.29,"19,700","19,950","19,500","19,550","11,695,482"
2009.9.30,"19,400","20,200","19,400","19,800","9,964,191"
2009.10.1,"20,100","20,200","19,500","19,650","6,399,002"
2009.10.5,"19,300","19,500","18,400","18,800","10,541,773"
2009.10.6,"19,150","19,250","18,550","18,700","6,952,108"
2009.10.7,"19,050","19,400","17,950","18,400","10,549,157"
2009.10.8,"18,600","19,500","18,300","19,300","11,539,515"
2009.10.9,"19,600","19,850","19,550","19,650","7,666,152"
2009.10.12,"20,200","20,600","19,900","20,000","10,681,641"
2009.10.13,"20,050","20,650","19,700","20,600","11,563,525"
2009.10.14,"21,050","21,300","20,650","20,800","8,521,356"
2009.10.15,"21,000","21,000","20,350","20,550","7,248,024"
2009.10.16,"20,500","20,750","19,500","19,800","10,304,009"
2009.10.19,"19,700","20,100","19,350","19,850","5,842,314"
2009.10.20,"20,200","20,250","19,600","19,850","4,103,030"
2009.10.21,"19,700","20,000","19,100","19,350","6,815,688"
2009.10.22,"19,250","19,650","18,700","18,800","7,001,346"
2009.10.23,"19,100","19,150","18,600","18,750","11,453,452"
2009.10.26,"18,750","19,150","18,550","18,850","7,810,804"
2009.10.27,"18,800","19,050","18,200","18,300","8,926,917"
2009.10.28,"18,350","18,500","17,500","17,700","9,606,247"
2009.10.29,"17,300","18,600","17,100","18,400","13,210,887"
2009.10.30,"18,700","18,800","18,050","18,050","6,118,400"
2009.11.2,"17,700","18,350","17,650","18,050","5,556,344"
2009.11.3,"18,150","18,450","17,850","18,200","5,564,158"
2009.11.4,"18,350","19,000","18,250","19,000","6,220,331"
2009.11.5,"18,800","18,900","18,200","18,350","4,281,928"
2009.11.6,"18,900","19,150","18,650","19,050","6,840,462"
2009.11.9,"19,300","19,850","19,200","19,800","8,795,257"
2009.11.10,"20,100","20,200","19,450","19,800","8,107,026"
2009.11.11,"19,850","19,950","19,450","19,950","5,434,950"
2009.11.12,"20,050","21,200","19,600","19,600","20,341,952"
2009.11.13,"19,750","19,850","18,750","18,850","9,738,133"
2009.11.16,"18,950","19,750","18,650","19,700","7,342,660"
2009.11.17,"19,300","19,450","18,200","18,400","21,564,141"
2009.11.18,"18,750","18,950","18,400","18,750","10,909,042"
2009.11.19,"18,800","19,400","18,750","19,250","8,704,459"
2009.11.20,"18,900","19,400","18,900","19,150","7,062,182"
2009.11.23,"19,200","19,350","18,800","19,050","5,345,950"
2009.11.24,"19,150","19,250","18,550","18,600","6,664,018"
2009.11.25,"18,650","19,000","18,650","19,000","5,961,105"
2009.11.26,"19,100","19,400","18,900","19,200","6,523,614"
2009.11.27,"18,850","19,150","18,250","18,450","7,704,509"
2009.11.30,"18,800","18,850","18,450","18,450","5,175,602"
2009.12.1,"18,550","18,750","17,800","18,050","9,699,450"
2009.12.2,"18,350","19,200","18,300","19,200","9,718,479"
2009.12.3,"19,250","19,650","19,000","19,450","7,435,401"
2009.12.4,"19,300","19,800","19,150","19,700","6,019,982"
2009.12.7,"20,000","20,500","19,950","20,050","10,036,856"
2009.12.8,"20,300","20,450","20,000","20,100","5,629,685"
2009.12.9,"19,900","20,600","19,900","20,550","8,324,221"
2009.12.10,"20,700","21,000","20,500","20,850","9,747,117"
2009.12.11,"20,900","21,100","20,750","20,900","5,514,248"
2009.12.14,"20,900","20,950","20,350","20,700","5,589,407"
2009.12.15,"20,700","21,050","20,600","20,950","4,268,920"
2009.12.16,"20,900","21,250","20,500","21,050","6,283,206"
2009.12.17,"21,100","21,500","21,050","21,100","6,284,160"
2009.12.18,"21,000","21,650","20,900","21,650","6,098,604"
2009.12.21,"21,950","22,200","21,850","22,050","6,643,108"
2009.12.22,"22,300","22,450","21,650","21,900","5,000,002"
2009.12.23,"22,000","22,300","21,800","22,000","4,006,561"
2009.12.24,"22,250","22,400","21,950","22,300","5,460,997"
2009.12.28,"22,150","22,800","22,100","22,200","4,791,593"
2009.12.29,"22,300","22,450","22,050","22,200","2,136,873"
2009.12.30,"22,400","23,400","22,350","23,150","7,868,021"
2010.1.4,"23,350","24,150","23,350","24,100","7,346,425"
2010.1.5,"24,500","24,900","23,050","23,350","12,118,281"
2010.1.6,"23,700","24,550","23,600","24,550","7,731,186"
2010.1.7,"25,000","25,200","24,350","24,400","11,084,814"
2010.1.8,"24,650","24,850","23,450","24,650","9,695,685"
2010.1.11,"24,900","25,000","23,750","24,000","6,750,517"
2010.1.12,"24,150","24,600","23,800","24,050","4,616,931"
2010.1.13,"23,800","24,500","23,700","24,050","5,009,003"
2010.1.14,"24,400","25,500","24,300","25,450","11,505,860"
2010.1.15,"25,850","26,700","25,700","26,100","11,798,734"
2010.1.18,"25,450","26,100","25,450","25,900","6,947,223"
2010.1.19,"26,100","26,200","25,350","25,600","6,095,082"
2010.1.20,"25,850","26,100","25,250","25,400","5,997,062"
2010.1.21,"25,300","26,200","24,750","25,950","8,321,162"
2010.1.22,"25,500","26,250","25,250","26,100","10,560,982"
2010.1.25,"25,850","26,350","25,650","26,050","7,098,150"
2010.1.26,"25,900","25,950","23,550","23,600","18,901,657"
2010.1.27,"23,800","24,200","22,350","23,250","20,559,203"
2010.1.28,"23,700","24,300","23,250","23,600","10,080,020"
