Date,Open,High,Low,Close,Volume
2004.8.12,"9,050","9,140","8,970","9,000","4,985,786"
2004.8.13,"8,960","9,100","8,820","8,820","5,544,555"
2004.8.16,"8,820","9,340","8,820","9,140","8,676,103"
2004.8.17,"9,300","9,340","8,960","9,010","5,723,793"
2004.8.18,"9,010","9,200","8,990","9,050","5,154,968"
2004.8.19,"9,210","9,340","9,140","9,260","8,005,152"
2004.8.20,"9,290","9,380","9,220","9,330","3,856,371"
2004.8.23,"9,500","9,790","9,370","9,790","7,596,730"
2004.8.24,"9,910","10,300","9,750","10,100","10,274,697"
2004.8.25,"10,150","10,200","10,000","10,100","4,881,853"
2004.8.26,"10,250","10,500","10,100","10,100","8,391,808"
2004.8.27,"10,200","10,350","10,100","10,300","3,976,631"
2004.8.30,"10,450","10,750","10,400","10,600","6,308,360"
2004.8.31,"10,650","10,750","10,350","10,450","4,371,614"
2004.9.1,"10,450","10,550","10,150","10,350","5,632,409"
2004.9.2,"10,400","10,700","10,400","10,400","4,787,466"
2004.9.3,"10,450","10,500","9,860","9,960","6,102,135"
2004.9.6,"9,890","9,960","9,760","9,920","4,099,249"
2004.9.7,"9,980","10,050","9,820","9,820","3,798,536"
2004.9.8,"9,710","10,250","9,710","9,970","6,206,729"
2004.9.9,"10,000","10,050","9,800","9,960","3,826,260"
2004.9.10,"10,250","10,350","10,150","10,200","6,740,095"
2004.9.13,"10,500","10,900","10,450","10,800","10,823,082"
2004.9.14,"10,950","11,050","10,550","10,850","7,038,694"
2004.9.15,"10,900","11,600","10,600","11,400","10,503,181"
2004.9.16,"11,250","11,550","10,950","11,150","7,431,845"
2004.9.17,"11,350","11,400","10,900","10,950","7,183,509"
2004.9.20,"10,400","10,950","10,250","10,700","13,039,004"
2004.9.21,"10,900","11,150","10,850","11,000","7,871,367"
2004.9.22,"11,050","11,150","10,500","10,500","6,379,705"
2004.9.23,"10,300","10,600","10,300","10,400","3,398,997"
2004.9.24,"10,450","10,600","10,150","10,400","3,980,539"
2004.9.30,"10,350","10,750","10,350","10,500","4,136,379"
2004.10.1,"10,600","11,450","10,600","11,100","8,058,572"
2004.10.4,"11,550","11,750","11,450","11,600","7,555,624"
2004.10.5,"11,650","12,150","11,550","11,850","14,382,022"
2004.10.6,"11,900","13,350","11,650","12,750","22,420,875"
2004.10.7,"12,950","13,700","12,850","13,650","19,655,066"
2004.10.8,"13,700","15,150","13,400","14,300","33,972,605"
2004.10.11,"14,550","14,750","14,050","14,400","14,597,066"
2004.10.12,"14,350","14,350","13,350","13,350","12,314,205"
2004.10.13,"13,650","13,850","13,150","13,400","12,659,167"
2004.10.14,"13,100","13,750","12,900","13,500","11,664,143"
2004.10.15,"13,200","14,200","13,200","14,200","11,895,625"
2004.10.18,"14,450","14,850","13,750","13,850","10,634,674"
2004.10.19,"14,250","14,350","13,150","13,450","13,617,198"
2004.10.20,"13,500","13,700","12,850","12,950","9,396,497"
2004.10.21,"13,050","13,250","12,250","12,900","12,348,243"
2004.10.22,"13,000","13,200","12,200","12,450","13,947,757"
2004.10.25,"12,300","12,800","12,250","12,600","9,570,967"
2004.10.26,"12,900","13,250","12,050","12,150","16,186,044"
2004.10.27,"12,400","12,450","11,550","11,900","10,945,810"
2004.10.28,"12,400","12,950","12,300","12,950","13,177,842"
2004.10.29,"12,750","12,850","12,500","12,700","7,629,898"
2004.11.1,"12,800","13,000","12,000","12,150","10,647,892"
2004.11.2,"12,150","12,250","11,800","12,200","9,179,152"
2004.11.3,"12,200","12,750","12,150","12,750","12,830,501"
2004.11.4,"12,500","12,550","12,200","12,200","6,917,630"
2004.11.5,"12,400","12,500","12,000","12,050","7,483,559"
2004.11.8,"12,100","12,200","11,600","11,650","8,454,828"
2004.11.9,"11,500","11,700","11,200","11,450","7,766,787"
2004.11.10,"11,500","12,100","11,500","12,000","14,203,616"
2004.11.11,"11,800","12,100","11,750","11,750","8,806,774"
2004.11.12,"12,100","12,150","11,800","11,900","6,957,282"
2004.11.15,"12,100","12,350","11,950","12,200","7,807,995"
2004.11.16,"12,400","12,500","12,200","12,250","5,927,956"
2004.11.17,"12,400","12,700","12,350","12,500","6,961,530"
2004.11.18,"12,700","12,800","11,900","11,900","8,709,118"
2004.11.19,"12,100","12,150","11,800","12,150","4,945,323"
2004.11.22,"11,850","11,950","11,550","11,700","5,791,813"
2004.11.23,"11,750","11,850","11,550","11,600","5,201,354"
2004.11.24,"11,550","11,600","11,250","11,400","5,755,109"
2004.11.25,"11,400","11,550","10,950","11,050","9,489,792"
2004.11.26,"10,900","11,100","10,550","10,550","12,298,312"
2004.11.29,"10,550","10,600","10,050","10,150","9,801,873"
2004.11.30,"10,100","10,450","10,050","10,350","11,883,963"
2004.12.1,"10,250","10,750","10,100","10,700","9,858,766"
2004.12.2,"10,950","10,950","10,300","10,350","8,306,103"
2004.12.3,"10,600","10,800","10,450","10,650","7,566,680"
2004.12.6,"10,500","10,650","10,300","10,400","4,944,241"
2004.12.7,"10,350","10,700","10,350","10,500","4,236,413"
2004.12.8,"10,350","10,800","10,350","10,450","6,856,367"
2004.12.9,"10,500","10,750","10,450","10,550","6,169,988"
2004.12.10,"10,700","10,750","10,300","10,350","4,047,545"
2004.12.13,"10,400","10,500","10,300","10,400","3,848,125"
2004.12.14,"10,500","11,050","10,450","11,000","10,651,761"
2004.12.15,"11,200","11,600","11,100","11,600","9,537,127"
2004.12.16,"11,750","11,950","11,550","11,550","8,526,250"
2004.12.17,"11,650","11,700","11,300","11,600","5,115,524"
2004.12.20,"11,600","11,700","11,350","11,500","4,980,384"
2004.12.21,"11,450","11,750","11,350","11,550","5,263,930"
2004.12.22,"11,750","11,850","11,400","11,400","5,529,365"
2004.12.23,"11,500","11,550","10,950","11,000","4,455,417"
2004.12.24,"11,000","11,150","10,900","11,000","5,268,707"
2004.12.27,"11,000","11,100","10,850","10,900","3,830,431"
2004.12.28,"10,800","10,850","10,600","10,600","5,121,029"
2004.12.29,"10,750","11,250","10,700","11,200","5,300,836"
2004.12.30,"11,200","11,650","11,200","11,650","5,351,629"
2005.1.3,"11,800","11,800","11,550","11,600","3,120,279"
2005.1.4,"11,550","11,800","11,350","11,750","5,562,528"
2005.1.5,"11,600","11,850","11,500","11,850","4,775,735"
2005.1.6,"11,700","12,300","11,600","11,900","9,309,124"
2005.1.7,"12,000","12,100","11,500","11,700","4,783,719"
2005.1.10,"11,800","12,500","11,600","12,500","8,737,587"
2005.1.11,"12,500","12,800","11,950","12,100","14,434,038"
2005.1.12,"12,300","12,350","11,700","11,800","7,182,158"
2005.1.13,"11,800","12,050","11,700","12,050","6,268,104"
2005.1.14,"11,750","12,450","11,750","12,250","14,656,018"
2005.1.17,"12,650","13,200","12,550","13,000","17,250,441"
2005.1.18,"13,100","13,200","12,850","12,950","8,010,582"
2005.1.19,"13,050","13,250","12,950","13,150","7,000,266"
2005.1.20,"12,950","13,150","12,900","12,900","4,697,548"
2005.1.21,"12,800","12,950","12,600","12,700","5,983,961"
2005.1.24,"12,600","12,900","12,600","12,700","4,443,459"
2005.1.25,"12,550","12,650","12,300","12,350","4,852,477"
2005.1.26,"12,450","12,850","12,350","12,850","6,499,786"
2005.1.27,"13,000","13,150","12,450","12,650","5,654,243"
2005.1.28,"12,650","12,700","12,450","12,600","3,172,729"
2005.1.31,"12,650","13,000","12,600","13,000","6,479,382"
2005.2.1,"13,050","13,200","12,700","12,800","4,875,468"
2005.2.2,"12,950","13,350","12,800","13,000","6,939,785"
2005.2.3,"12,900","13,200","12,850","12,900","4,090,593"
2005.2.4,"12,850","12,950","12,650","12,700","3,954,698"
2005.2.7,"13,000","13,350","12,950","13,300","7,825,531"
2005.2.11,"13,200","13,450","13,100","13,400","4,810,612"
2005.2.14,"13,850","15,350","13,800","15,000","24,691,789"
2005.2.15,"15,200","15,300","14,800","15,050","11,197,370"
2005.2.16,"15,300","16,350","15,250","15,500","16,899,507"
2005.2.17,"15,500","16,050","15,200","15,750","9,550,228"
2005.2.18,"15,500","15,850","15,350","15,650","7,473,877"
2005.2.21,"15,800","16,350","15,350","16,200","15,827,961"
2005.2.22,"16,050","16,200","14,950","15,200","13,314,101"
2005.2.23,"14,700","14,950","14,150","14,300","12,391,623"
2005.2.24,"14,500","15,150","14,500","14,850","10,619,376"
2005.2.25,"15,200","15,600","14,900","15,050","11,702,283"
2005.2.28,"15,400","15,500","14,900","15,050","8,472,469"
2005.3.2,"15,150","15,300","14,600","15,100","12,711,077"
2005.3.3,"14,700","14,950","14,150","14,400","16,321,988"
2005.3.4,"14,150","14,300","13,850","13,900","10,935,514"
2005.3.7,"14,000","14,300","13,800","13,900","8,331,839"
2005.3.8,"13,950","14,100","13,500","13,550","7,855,744"
2005.3.9,"13,350","13,550","13,250","13,400","6,491,479"
2005.3.10,"13,350","13,850","13,350","13,650","8,810,717"
2005.3.11,"13,850","14,150","13,850","14,150","6,256,097"
2005.3.14,"14,000","14,050","13,800","13,850","3,230,919"
2005.3.15,"13,950","14,050","13,250","13,300","5,638,852"
2005.3.16,"13,100","13,600","13,050","13,400","5,830,633"
2005.3.17,"13,100","13,300","12,900","13,000","4,893,958"
2005.3.18,"12,850","13,200","12,750","12,850","4,176,678"
2005.3.21,"12,850","13,250","12,750","13,150","4,546,555"
2005.3.22,"13,150","13,500","13,150","13,400","4,361,034"
2005.3.23,"13,300","13,450","12,950","13,000","4,250,820"
2005.3.24,"13,200","13,250","12,600","12,700","5,353,797"
2005.3.25,"12,750","12,900","12,700","12,900","3,320,158"
2005.3.28,"12,900","13,200","12,900","13,000","3,352,872"
2005.3.29,"13,000","13,050","12,650","12,700","3,591,025"
2005.3.30,"12,600","12,950","12,500","12,950","3,255,052"
2005.3.31,"13,350","13,350","13,000","13,050","3,588,095"
2005.4.1,"13,000","13,700","12,950","13,650","6,645,326"
2005.4.4,"13,750","14,050","13,650","13,900","6,082,435"
2005.4.6,"14,100","14,200","13,800","14,100","4,690,893"
2005.4.7,"14,050","14,150","13,800","13,850","3,695,507"
2005.4.8,"14,000","14,100","13,650","13,700","3,656,938"
2005.4.11,"13,500","13,750","13,500","13,600","2,189,927"
2005.4.12,"13,550","14,050","13,550","13,850","4,011,393"
2005.4.13,"13,950","14,050","13,350","13,500","3,899,687"
2005.4.14,"13,400","13,650","13,250","13,450","3,768,531"
2005.4.15,"13,350","13,450","12,950","13,000","4,188,338"
2005.4.18,"12,650","13,000","12,400","12,400","4,244,411"
2005.4.19,"12,650","12,700","12,500","12,600","3,123,988"
2005.4.20,"12,700","12,900","12,550","12,550","3,925,374"
2005.4.21,"12,300","13,450","12,100","13,150","12,593,947"
2005.4.22,"13,400","13,450","12,950","13,000","6,334,584"
2005.4.25,"12,900","13,100","12,750","12,800","3,190,542"
2005.4.26,"12,800","13,000","12,450","12,450","4,159,874"
2005.4.27,"12,200","12,450","12,150","12,300","4,965,302"
2005.4.28,"12,350","12,600","12,150","12,150","4,353,393"
2005.4.29,"12,000","12,250","11,950","12,100","3,089,715"
2005.5.2,"12,250","12,300","12,050","12,150","2,733,984"
2005.5.3,"12,150","12,550","12,150","12,200","4,164,470"
2005.5.4,"12,400","12,750","12,350","12,500","8,052,235"
2005.5.6,"12,700","13,400","12,650","13,200","7,916,641"
2005.5.9,"13,300","13,700","13,250","13,700","7,145,025"
2005.5.10,"13,700","13,950","13,400","13,500","4,755,393"
2005.5.11,"13,350","13,500","13,200","13,300","2,585,868"
2005.5.12,"13,450","14,050","13,450","13,900","6,859,220"
2005.5.13,"13,900","14,500","13,750","14,500","7,941,900"
2005.5.16,"14,700","14,800","14,350","14,400","5,270,731"
2005.5.17,"14,650","14,700","14,000","14,050","4,800,991"
2005.5.18,"14,250","14,550","14,150","14,150","4,197,496"
2005.5.19,"14,400","14,550","14,300","14,350","4,610,146"
2005.5.20,"14,350","14,800","14,300","14,550","5,725,554"
2005.5.23,"14,600","14,800","14,500","14,600","2,602,778"
2005.5.24,"14,800","15,100","14,800","14,950","5,135,215"
2005.5.25,"15,100","15,300","14,750","14,850","5,750,205"
2005.5.26,"14,950","15,050","14,550","14,700","3,363,209"
2005.5.27,"15,100","15,400","14,900","15,400","7,887,108"
2005.5.30,"15,450","15,800","15,250","15,750","4,764,602"
2005.5.31,"15,600","15,950","15,500","15,900","4,529,486"
2005.6.1,"15,750","16,050","15,650","15,650","4,286,551"
2005.6.2,"15,900","16,050","15,650","15,900","4,755,367"
2005.6.3,"15,950","16,100","15,850","16,000","4,275,637"
2005.6.7,"15,850","15,900","15,350","15,350","6,712,541"
2005.6.8,"15,100","15,750","15,100","15,750","5,870,450"
2005.6.9,"15,550","15,950","15,550","15,950","4,587,860"
2005.6.10,"16,100","16,650","16,100","16,100","6,551,650"
2005.6.13,"16,050","16,200","15,600","15,650","3,836,949"
2005.6.14,"15,500","16,000","15,500","15,700","4,954,836"
2005.6.15,"15,700","16,200","15,700","16,100","5,109,789"
2005.6.16,"16,100","16,450","16,050","16,350","3,643,647"
2005.6.17,"16,500","17,650","16,450","17,400","11,627,957"
2005.6.20,"17,700","17,750","17,100","17,400","4,909,073"
2005.6.21,"17,400","17,550","17,050","17,150","3,392,457"
2005.6.22,"17,150","17,450","16,950","17,150","4,865,601"
2005.6.23,"17,200","17,600","17,200","17,400","4,056,447"
2005.6.24,"17,100","17,300","16,800","17,200","4,143,539"
2005.6.27,"16,850","16,950","16,550","16,550","4,018,301"
2005.6.28,"16,100","16,600","15,950","16,400","6,179,799"
2005.6.29,"16,600","16,900","16,600","16,750","4,114,960"
2005.6.30,"16,600","17,050","16,600","17,000","2,749,534"
2005.7.1,"16,900","17,100","16,700","17,000","2,529,705"
2005.7.4,"17,100","18,050","17,100","17,700","6,595,574"
2005.7.5,"17,800","18,100","17,650","17,700","3,047,359"
2005.7.6,"18,150","18,300","17,800","18,100","4,458,452"
2005.7.7,"17,950","18,250","17,900","18,150","3,002,300"
2005.7.8,"18,200","19,700","18,100","18,850","10,263,328"
2005.7.11,"19,700","21,300","19,500","20,850","15,923,941"
2005.7.12,"21,550","22,050","19,900","19,950","17,115,242"
2005.7.13,"19,950","20,400","19,550","20,350","9,169,434"
2005.7.14,"21,100","22,250","21,100","22,050","19,239,200"
2005.7.15,"22,050","22,250","21,450","21,700","8,664,371"
2005.7.18,"21,650","21,900","21,450","21,550","4,848,270"
2005.7.19,"21,250","21,950","21,100","21,950","8,065,981"
2005.7.20,"21,800","21,900","20,400","20,800","8,651,256"
2005.7.21,"20,950","21,400","19,950","20,250","9,168,047"
2005.7.22,"19,750","20,850","19,400","20,550","8,911,940"
2005.7.25,"20,550","22,700","20,550","22,700","15,230,821"
2005.7.26,"22,700","23,550","22,400","22,650","11,740,262"
2005.7.27,"23,200","23,400","22,550","22,950","9,199,806"
2005.7.28,"23,600","24,550","23,200","23,500","15,268,454"
2005.7.29,"24,000","24,250","23,700","23,900","6,401,238"
2005.8.1,"23,900","24,100","23,400","23,550","4,460,030"
2005.8.2,"23,350","24,850","23,350","24,650","9,339,473"
2005.8.3,"25,050","25,550","24,000","24,000","11,123,102"
2005.8.4,"23,600","24,150","23,000","23,000","7,842,857"
2005.8.5,"22,600","22,900","21,900","22,100","10,028,607"
2005.8.8,"21,600","22,800","21,550","22,500","9,883,240"
2005.8.9,"22,200","22,600","21,900","22,400","7,710,784"
2005.8.10,"22,750","23,300","22,600","22,700","9,141,683"
2005.8.11,"22,550","23,500","22,350","23,200","7,580,765"
2005.8.12,"23,400","23,650","22,050","22,050","10,748,679"
2005.8.16,"22,100","22,900","22,100","22,350","8,724,970"
2005.8.17,"22,100","22,400","21,600","22,100","5,713,540"
2005.8.18,"22,450","22,700","21,500","21,500","6,708,420"
2005.8.19,"21,450","21,700","20,400","20,800","10,174,900"
2005.8.22,"20,800","21,550","20,800","21,550","8,238,522"
2005.8.23,"21,550","21,750","20,600","20,600","8,316,514"
2005.8.24,"20,500","20,900","20,150","20,350","7,331,868"
2005.8.25,"20,150","20,550","20,050","20,200","5,779,176"
2005.8.26,"20,100","21,250","20,100","20,950","9,747,581"
2005.8.29,"20,650","20,850","20,150","20,150","4,857,174"
2005.8.30,"20,700","21,050","20,150","20,550","6,985,506"
2005.8.31,"20,450","21,500","20,400","21,400","8,041,964"
2005.9.1,"21,850","22,100","21,450","21,900","5,802,862"
2005.9.2,"21,850","23,200","21,800","22,900","9,960,208"
2005.9.5,"23,350","23,500","22,900","23,000","4,752,489"
2005.9.6,"23,200","23,500","22,000","22,000","7,304,799"
2005.9.7,"22,450","22,650","21,150","21,700","13,926,103"
2005.9.8,"21,800","21,900","21,250","21,450","6,864,335"
2005.9.9,"21,400","21,900","21,350","21,500","6,679,418"
2005.9.12,"21,600","23,000","21,600","22,800","12,663,145"
2005.9.13,"22,800","23,150","22,200","22,750","7,541,348"
2005.9.14,"22,700","24,400","22,700","24,350","18,197,587"
2005.9.15,"24,550","25,450","23,800","24,100","17,275,723"
2005.9.16,"24,150","24,450","23,600","24,000","6,291,454"
2005.9.20,"24,600","24,850","23,650","23,650","9,493,869"
2005.9.21,"23,250","24,200","23,150","23,500","9,512,287"
2005.9.22,"23,500","23,800","23,350","23,550","6,643,303"
2005.9.23,"23,650","24,150","22,800","22,800","9,226,563"
2005.9.26,"23,100","23,800","23,100","23,800","6,178,728"
2005.9.27,"24,150","24,650","23,750","24,000","7,674,634"
2005.9.28,"23,800","24,100","23,200","23,600","7,136,340"
2005.9.29,"23,600","23,850","23,150","23,800","5,127,976"
2005.9.30,"24,000","24,050","23,000","23,000","7,730,920"
2005.10.4,"23,100","23,350","22,350","22,500","8,475,208"
2005.10.5,"22,700","23,100","22,550","23,000","7,060,851"
2005.10.6,"22,900","23,350","22,700","22,750","7,670,390"
2005.10.7,"22,600","22,950","22,400","22,400","4,973,105"
2005.10.10,"22,600","22,900","22,400","22,650","5,062,397"
2005.10.11,"22,450","23,750","22,450","23,750","7,190,139"
2005.10.12,"23,850","24,150","23,050","23,200","8,445,817"
2005.10.13,"23,100","24,100","22,600","23,800","14,352,743"
2005.10.14,"23,900","24,000","22,950","23,350","8,738,211"
2005.10.17,"23,350","23,600","22,300","22,300","5,672,245"
2005.10.18,"22,400","22,700","21,750","22,050","5,833,208"
2005.10.19,"21,750","22,250","21,450","21,500","5,454,270"
2005.10.20,"21,800","22,300","21,650","22,250","6,525,718"
2005.10.21,"21,850","22,750","21,850","22,700","4,986,769"
2005.10.24,"22,900","23,300","22,700","23,300","4,826,412"
2005.10.25,"23,500","23,600","22,550","22,600","6,523,805"
2005.10.26,"22,500","22,500","20,850","20,950","20,171,588"
2005.10.27,"19,850","20,350","19,600","19,700","67,108,666"
2005.10.28,"19,350","19,650","19,000","19,000","11,611,441"
2005.10.31,"19,300","19,400","19,050","19,050","10,932,690"
2005.11.1,"19,200","19,800","19,200","19,550","15,149,725"
2005.11.2,"19,600","19,750","19,300","19,650","9,642,744"
2005.11.3,"20,200","20,400","19,950","20,000","11,475,802"
2005.11.4,"20,500","21,300","20,400","21,150","18,118,348"
2005.11.7,"21,450","22,000","21,300","22,000","15,054,011"
2005.11.8,"22,100","22,150","21,500","21,700","6,461,116"
2005.11.9,"21,550","22,150","21,550","21,800","6,406,155"
2005.11.10,"21,850","22,150","21,800","22,050","6,719,368"
2005.11.11,"22,500","22,800","22,250","22,750","10,273,758"
2005.11.14,"22,900","24,100","22,750","23,850","16,150,220"
2005.11.15,"23,650","24,000","23,200","23,950","8,906,111"
2005.11.16,"23,900","24,800","23,900","24,250","11,228,000"
2005.11.17,"24,300","24,550","23,850","24,250","6,512,567"
2005.11.18,"24,550","24,600","23,000","23,250","12,485,615"
2005.11.21,"23,650","23,850","23,200","23,400","7,496,586"
2005.11.22,"22,800","23,400","21,150","21,450","27,815,334"
2005.11.23,"21,850","22,350","21,700","22,150","16,006,345"
2005.11.24,"22,200","22,350","21,250","21,400","13,015,120"
2005.11.25,"21,350","21,750","21,050","21,100","10,973,571"
2005.11.28,"21,100","22,100","21,000","21,950","14,492,305"
2005.11.29,"21,800","21,950","21,350","21,750","7,891,004"
2005.11.30,"21,750","22,100","21,700","21,900","9,063,805"
2005.12.1,"21,900","22,650","21,900","22,600","10,351,177"
2005.12.2,"23,550","23,800","23,250","23,600","13,751,933"
2005.12.5,"23,900","24,400","23,850","24,200","9,915,868"
2005.12.6,"23,950","25,000","23,450","24,750","11,957,523"
2005.12.7,"24,750","27,400","24,250","26,600","33,017,389"
2005.12.8,"26,400","27,050","25,800","26,600","15,973,488"
2005.12.9,"26,500","27,050","25,700","25,700","12,589,275"
2005.12.12,"25,650","26,250","25,650","25,700","10,240,490"
2005.12.13,"26,100","26,650","25,950","26,050","10,798,436"
2005.12.14,"26,300","27,750","26,250","27,450","21,078,644"
2005.12.15,"28,250","29,800","27,800","29,450","23,126,083"
2005.12.16,"29,000","30,200","28,450","28,900","15,461,504"
2005.12.19,"29,300","30,850","28,800","30,700","16,470,978"
2005.12.20,"30,300","31,050","30,100","30,300","12,219,195"
2005.12.21,"30,400","31,300","30,350","31,000","13,220,569"
2005.12.22,"31,500","34,150","31,400","32,900","27,211,979"
2005.12.23,"33,950","34,400","33,050","33,450","14,205,763"
2005.12.26,"33,900","34,050","32,950","33,850","13,141,028"
2005.12.27,"34,000","34,100","32,950","33,000","10,205,945"
2005.12.28,"32,600","33,600","32,500","33,200","8,378,076"
2005.12.29,"33,350","35,300","33,350","35,300","12,846,374"
2006.1.2,"36,100","37,650","35,850","37,600","13,366,196"
2006.1.3,"38,100","38,400","36,850","38,100","13,834,043"
2006.1.4,"38,250","39,050","35,300","35,300","23,140,068"
2006.1.5,"35,900","36,000","33,600","34,600","21,566,179"
2006.1.6,"34,950","35,850","34,850","35,050","12,707,206"
2006.1.9,"35,600","36,750","35,450","36,750","13,652,495"
2006.1.10,"37,600","38,600","37,450","38,000","16,155,952"
2006.1.11,"37,950","38,150","36,600","37,350","9,532,302"
2006.1.12,"37,950","38,450","37,400","37,700","9,289,258"
2006.1.13,"36,900","38,100","36,400","38,100","10,008,442"
2006.1.16,"38,700","38,750","37,450","37,750","8,045,638"
2006.1.17,"37,650","38,100","35,650","36,200","10,257,599"
2006.1.18,"35,200","35,700","32,850","33,000","19,665,484"
2006.1.19,"33,300","34,650","33,250","34,400","18,428,496"
2006.1.20,"34,400","35,200","32,100","32,300","16,771,296"
2006.1.23,"31,300","32,600","29,600","31,150","15,530,465"
2006.1.24,"31,850","33,500","30,700","33,500","15,974,226"
2006.1.25,"35,300","35,850","34,000","34,000","15,537,952"
2006.1.26,"34,900","36,750","34,300","36,750","18,925,359"
2006.1.27,"37,350","37,750","36,250","37,500","14,503,649"
2006.1.31,"37,700","38,700","36,750","37,300","18,154,320"
2006.2.1,"36,850","37,250","34,900","35,500","14,930,820"
2006.2.2,"36,350","36,650","34,950","36,250","14,279,598"
2006.2.3,"35,150","36,050","34,950","35,000","11,244,571"
2006.2.6,"34,300","35,650","33,700","35,450","12,325,246"
2006.2.7,"35,500","36,300","35,250","35,250","12,338,416"
2006.2.8,"35,050","35,900","34,650","34,700","9,523,601"
2006.2.9,"35,400","35,500","34,550","34,900","7,423,868"
2006.2.10,"34,850","35,150","33,750","34,400","8,404,537"
2006.2.13,"34,100","34,400","32,800","33,000","10,805,711"
2006.2.14,"32,450","33,100","32,000","33,000","9,133,012"
2006.2.15,"33,000","33,100","28,950","28,950","30,750,375"
2006.2.16,"29,500","30,750","29,300","30,350","15,694,423"
2006.2.17,"30,700","31,500","30,600","31,200","11,828,324"
2006.2.20,"30,600","31,400","30,600","31,000","7,060,460"
2006.2.21,"30,800","30,950","30,100","30,300","7,633,217"
2006.2.22,"30,350","31,150","30,350","30,950","9,849,932"
2006.2.23,"31,150","32,500","31,100","32,200","10,433,443"
2006.2.24,"32,150","32,900","31,650","32,900","8,507,219"
2006.2.27,"32,750","33,100","32,200","32,700","4,892,289"
2006.2.28,"33,000","33,600","32,950","33,250","6,471,233"
2006.3.2,"33,750","33,850","31,850","32,050","7,713,450"
2006.3.3,"31,700","31,900","29,850","30,500","12,898,998"
2006.3.6,"30,350","31,150","29,950","31,000","8,609,534"
2006.3.7,"30,100","30,250","28,850","29,150","13,968,020"
2006.3.8,"28,500","29,450","28,350","29,450","8,627,940"
2006.3.9,"29,400","29,750","29,000","29,100","8,551,943"
2006.3.10,"28,800","30,050","28,800","29,400","10,007,237"
2006.3.13,"29,700","29,850","28,750","29,050","8,109,698"
2006.3.14,"28,950","29,150","27,950","28,350","8,784,830"
2006.3.15,"28,700","28,850","28,050","28,350","7,609,587"
2006.3.16,"28,300","28,600","26,850","27,700","12,307,477"
2006.3.17,"27,550","28,850","27,550","28,600","7,943,736"
2006.3.20,"28,650","29,300","28,400","28,700","5,194,601"
2006.3.21,"28,800","29,500","28,300","28,400","6,547,257"
2006.3.22,"27,600","27,950","27,000","27,350","8,765,386"
2006.3.23,"27,700","27,800","26,450","27,200","7,147,856"
2006.3.24,"26,350","27,150","26,200","26,550","7,564,695"
2006.3.27,"26,600","27,550","26,600","27,450","7,095,042"
2006.3.28,"27,050","27,850","26,850","27,650","5,474,390"
2006.3.29,"27,300","27,800","26,950","27,650","4,554,153"
2006.3.30,"28,200","28,800","28,100","28,300","6,601,655"
2006.3.31,"28,300","29,600","28,150","28,900","8,036,603"
2006.4.3,"29,300","29,600","29,150","29,600","4,496,960"
2006.4.4,"30,100","31,100","29,900","30,850","11,517,886"
2006.4.5,"31,100","31,250","30,000","30,600","7,730,877"
2006.4.6,"31,450","31,650","30,800","30,800","7,380,624"
2006.4.7,"30,900","31,150","30,350","30,900","5,856,184"
2006.4.10,"30,550","30,950","30,050","30,350","5,323,793"
2006.4.11,"29,950","30,200","29,300","29,700","5,852,860"
2006.4.12,"29,500","30,500","29,450","30,400","5,377,226"
2006.4.13,"30,300","31,150","30,300","31,100","5,768,549"
2006.4.14,"31,450","32,500","30,950","32,500","9,628,229"
2006.4.17,"32,750","33,150","32,300","33,000","6,812,613"
2006.4.18,"32,650","33,300","32,500","32,950","6,400,912"
2006.4.19,"33,800","34,550","33,450","33,550","11,248,553"
2006.4.20,"33,900","34,200","33,550","33,550","6,055,923"
2006.4.21,"34,300","34,500","34,000","34,250","7,224,497"
2006.4.24,"34,300","34,350","33,100","33,900","5,915,064"
2006.4.25,"32,800","33,500","32,800","33,250","6,627,562"
2006.4.26,"33,300","33,400","32,600","33,250","5,080,201"
2006.4.27,"33,100","34,050","32,950","33,900","7,117,880"
2006.4.28,"33,600","33,750","32,650","32,950","6,174,477"
2006.5.2,"32,600","32,900","30,150","31,100","13,177,549"
2006.5.3,"31,400","31,700","31,000","31,000","4,496,568"
2006.5.4,"30,800","31,200","30,100","31,200","5,370,080"
2006.5.8,"32,000","32,000","31,400","31,500","4,747,563"
2006.5.9,"32,000","33,500","31,800","32,850","9,169,933"
2006.5.10,"31,750","32,300","31,250","32,000","6,035,374"
2006.5.11,"31,800","32,850","31,800","32,250","4,563,593"
2006.5.12,"31,650","33,000","31,300","32,850","5,895,158"
2006.5.15,"32,400","33,500","32,050","33,500","5,394,732"
2006.5.16,"33,500","33,550","32,200","32,800","5,206,313"
2006.5.17,"33,300","34,700","33,150","34,300","11,315,562"
2006.5.18,"33,000","34,850","32,800","34,600","9,386,109"
2006.5.19,"34,300","34,500","33,350","34,100","5,226,466"
2006.5.22,"34,600","34,650","32,600","32,650","5,921,693"
2006.5.23,"32,000","33,500","32,000","32,900","6,855,214"
2006.5.24,"32,600","33,250","31,950","33,150","5,112,066"
2006.5.25,"33,400","33,500","31,700","31,900","5,038,621"
2006.5.26,"32,400","33,050","32,400","32,400","4,966,475"
2006.5.29,"32,650","33,100","32,000","32,200","3,461,484"
2006.5.30,"32,400","32,900","31,400","32,000","3,825,151"
2006.6.1,"31,800","32,300","31,050","31,250","3,390,518"
